cluster_id,pilot_id,complex_name,addr_legal,addr_road,approval_date,dong_token,alias_applied,sigunguCd,bjdongCd,platGbCd,bun,ji,bjd10,query_variant,variant_of,query_key,parse_status,lookup_status,code_source,needs_review,needs_map_check,dup_cluster_ids,note
A10026464,DEV-DONGTAN2,동탄행복마을푸르지오,경기도 화성동탄구 영천동 718,경기도 화성시 동탄순환대로26길 81,2018-02-12,영천동,,41597,10600,0,0718,0000,4159710600,new,,41597-10600-0-0718-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026464,
A10026464,DEV-DONGTAN2,동탄행복마을푸르지오,경기도 화성동탄구 영천동 718,경기도 화성시 동탄순환대로26길 81,2018-02-12,영천동,,41590,13100,0,0718,0000,4159013100,legacy,A10026464,41590-13100-0-0718-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10026464,
A10026380,DEV-DONGTAN2,동탄호수자이파밀리에,경기도 화성동탄구 장지동,경기도 화성시 동탄대로2길 19,2018-03-12,장지동,,41597,11100,0,0000,0000,4159711100,new,,41597-11100-0-0000-0000,FAIL,SUCCESS,code_go_kr:active,False,False,A10026380|A10026126|A10026067,DUP_COUNT: 3
A10026380,DEV-DONGTAN2,동탄호수자이파밀리에,경기도 화성동탄구 장지동,경기도 화성시 동탄대로2길 19,2018-03-12,장지동,,41590,13600,0,0000,0000,4159013600,legacy,A10026380,41590-13600-0-0000-0000,FAIL,SUCCESS,code_go_kr:abolished,True,False,A10026380|A10026126|A10026067,DUP_COUNT: 3
A10026380,DEV-DONGTAN2,동탄호수자이파밀리에,경기도 화성동탄구 장지동 4-1,경기도 화성시 동탄대로2길 19,2018-03-12,장지동,,41597,11100,0,0004,0001,4159711100,new,,41597-11100-0-0004-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026380,
A10026380,DEV-DONGTAN2,동탄호수자이파밀리에,경기도 화성동탄구 장지동 4-1,경기도 화성시 동탄대로2길 19,2018-03-12,장지동,,41590,13600,0,0004,0001,4159013600,legacy,A10026380,41590-13600-0-0004-0001,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10026380,
A10026319,DEV-DONGTAN2,동탄레이크자이더테라스,경기도 화성동탄구 송동 696,"경기도 화성시 동탄순환대로1길 64,경기도 화성시 동탄순환대로1길 99",2018-04-11,송동,,41597,11200,0,0696,0000,4159711200,new,,41597-11200-0-0696-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026319,
A10026319,DEV-DONGTAN2,동탄레이크자이더테라스,경기도 화성동탄구 송동 696,"경기도 화성시 동탄순환대로1길 64,경기도 화성시 동탄순환대로1길 99",2018-04-11,송동,,41590,13700,0,0696,0000,4159013700,legacy,A10026319,41590-13700-0-0696-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10026319,
A10026206,DEV-DONGTAN2,동탄2 롯데캐슬,경기도 화성동탄구 장지동 95,경기도 화성시 동탄대로2길 49,2018-06-01,장지동,,41597,11100,0,0095,0000,4159711100,new,,41597-11100-0-0095-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026206,
A10026206,DEV-DONGTAN2,동탄2 롯데캐슬,경기도 화성동탄구 장지동 95,경기도 화성시 동탄대로2길 49,2018-06-01,장지동,,41590,13600,0,0095,0000,4159013600,legacy,A10026206,41590-13600-0-0095-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10026206,
A10026103,DEV-DONGTAN2,금호어울림레이크아파트,경기도 화성동탄구 장지동 966,경기도 화성시 동탄대로4길 17,2018-06-21,장지동,,41597,11100,0,0966,0000,4159711100,new,,41597-11100-0-0966-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026103,
A10026103,DEV-DONGTAN2,금호어울림레이크아파트,경기도 화성동탄구 장지동 966,경기도 화성시 동탄대로4길 17,2018-06-21,장지동,,41590,13600,0,0966,0000,4159013600,legacy,A10026103,41590-13600-0-0966-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10026103,
A10026126,DEV-DONGTAN2,동탄호반베르디움6차아파트,경기도 화성동탄구 장지동 98,경기도 화성시 동탄대로4다길 78,2018-07-05,장지동,,41597,11100,0,0098,0000,4159711100,new,,41597-11100-0-0098-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026126,
A10026126,DEV-DONGTAN2,동탄호반베르디움6차아파트,경기도 화성동탄구 장지동 98,경기도 화성시 동탄대로4다길 78,2018-07-05,장지동,,41590,13600,0,0098,0000,4159013600,legacy,A10026126,41590-13600-0-0098-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10026126,
A10026127,DEV-DONGTAN2,반도유보라아이비파크 10.0 1단지,경기도 화성동탄구 산척동 744,경기도 화성시 동탄순환대로12길 85,2018-07-19,산척동,,41597,11000,0,0744,0000,4159711000,new,,41597-11000-0-0744-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026127,
A10026127,DEV-DONGTAN2,반도유보라아이비파크 10.0 1단지,경기도 화성동탄구 산척동 744,경기도 화성시 동탄순환대로12길 85,2018-07-19,산척동,,41590,13500,0,0744,0000,4159013500,legacy,A10026127,41590-13500-0-0744-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10026127,
A10026132,DEV-DONGTAN2,동탄역 더샵센트럴시티2차아파트,경기도 화성동탄구 여울동 675,경기도 화성시 동탄감배산로 19,2018-07-25,여울동,,41597,11500,0,0675,0000,4159711500,new,,41597-11500-0-0675-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026132,
A10026132,DEV-DONGTAN2,동탄역 더샵센트럴시티2차아파트,경기도 화성동탄구 여울동 675,경기도 화성시 동탄감배산로 19,2018-07-25,여울동,,41590,,0,0675,0000,,legacy,A10026132,41590--0-0675-0000,SUCCESS,MISS,,True,False,A10026132,
A10026074,DEV-DONGTAN2,동탄파크자이아파트,경기도 화성동탄구 영천동 651-1372,경기도 화성시 동탄대로24길 117,2018-07-30,영천동,,41597,10600,0,0651,1372,4159710600,new,,41597-10600-0-0651-1372,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026074,
A10026074,DEV-DONGTAN2,동탄파크자이아파트,경기도 화성동탄구 영천동 651-1372,경기도 화성시 동탄대로24길 117,2018-07-30,영천동,,41590,13100,0,0651,1372,4159013100,legacy,A10026074,41590-13100-0-0651-1372,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10026074,
A10026074,DEV-DONGTAN2,동탄파크자이아파트,경기도 화성동탄구 중동,경기도 화성시 동탄대로24길 117,2018-07-30,중동,,41597,10700,0,0000,0000,4159710700,new,,41597-10700-0-0000-0000,FAIL,SUCCESS,code_go_kr:active,False,False,A10026074,
A10026074,DEV-DONGTAN2,동탄파크자이아파트,경기도 화성동탄구 중동,경기도 화성시 동탄대로24길 117,2018-07-30,중동,,41590,13200,0,0000,0000,4159013200,legacy,A10026074,41590-13200-0-0000-0000,FAIL,SUCCESS,code_go_kr:abolished,True,False,A10026074,
A10026087,DEV-DONGTAN2,한신더휴아파트,경기도 화성동탄구 목동 188-1,경기도 화성시 동탄순환대로20길 70,2018-08-14,목동,,41597,10900,0,0188,0001,4159710900,new,,41597-10900-0-0188-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026087,
A10026087,DEV-DONGTAN2,한신더휴아파트,경기도 화성동탄구 목동 188-1,경기도 화성시 동탄순환대로20길 70,2018-08-14,목동,,41590,13400,0,0188,0001,4159013400,legacy,A10026087,41590-13400-0-0188-0001,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10026087,
A10026067,DEV-DONGTAN2,동탄2제일풍경채아파트,경기도 화성동탄구 장지동 19-3,경기도 화성시 동탄대로4가길 26,2018-08-27,장지동,,41597,11100,0,0019,0003,4159711100,new,,41597-11100-0-0019-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026067,
A10026067,DEV-DONGTAN2,동탄2제일풍경채아파트,경기도 화성동탄구 장지동 19-3,경기도 화성시 동탄대로4가길 26,2018-08-27,장지동,,41590,13600,0,0019,0003,4159013600,legacy,A10026067,41590-13600-0-0019-0003,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10026067,
A10026008,DEV-DONGTAN2,동탄역 린스트라우스,경기도 화성동탄구 여울동 1020,경기도 화성시 동탄역로 102,2018-09-06,여울동,,41597,11500,0,1020,0000,4159711500,new,,41597-11500-0-1020-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10026008,
A10026008,DEV-DONGTAN2,동탄역 린스트라우스,경기도 화성동탄구 여울동 1020,경기도 화성시 동탄역로 102,2018-09-06,여울동,,41590,,0,1020,0000,,legacy,A10026008,41590--0-1020-0000,SUCCESS,MISS,,True,False,A10026008,
A10025968,DEV-DONGTAN2,동탄2신도시 베라체아파트,경기도 화성동탄구 목동 119,경기도 화성시 동탄순환대로20길 13,2018-10-04,목동,,41597,10900,0,0119,0000,4159710900,new,,41597-10900-0-0119-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025968,
A10025968,DEV-DONGTAN2,동탄2신도시 베라체아파트,경기도 화성동탄구 목동 119,경기도 화성시 동탄순환대로20길 13,2018-10-04,목동,,41590,13400,0,0119,0000,4159013400,legacy,A10025968,41590-13400-0-0119-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025968,
A10025962,DEV-DONGTAN2,동탄역 반도유보라 아이비파크 8차아파트,경기도 화성동탄구 여울동 973,경기도 화성시 동탄광역환승로 73,2018-10-19,여울동,,41597,11500,0,0973,0000,4159711500,new,,41597-11500-0-0973-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025962,
A10025962,DEV-DONGTAN2,동탄역 반도유보라 아이비파크 8차아파트,경기도 화성동탄구 여울동 973,경기도 화성시 동탄광역환승로 73,2018-10-19,여울동,,41590,,0,0973,0000,,legacy,A10025962,41590--0-0973-0000,SUCCESS,MISS,,True,False,A10025962,
A10025885,DEV-DONGTAN2,더레이크파크뷰아파트,경기도 화성동탄구 산척동 722,경기도 화성시 동탄대로8길 91,2018-11-28,산척동,,41597,11000,0,0722,0000,4159711000,new,,41597-11000-0-0722-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025885,
A10025885,DEV-DONGTAN2,더레이크파크뷰아파트,경기도 화성동탄구 산척동 722,경기도 화성시 동탄대로8길 91,2018-11-28,산척동,,41590,13500,0,0722,0000,4159013500,legacy,A10025885,41590-13500-0-0722-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025885,
A10025900,DEV-DONGTAN2,동탄호수공원역 레이크시티 아파트,경기도 화성동탄구 산척동 733,경기도 화성시 동탄대로6길 84,2018-11-28,산척동,,41597,11000,0,0733,0000,4159711000,new,,41597-11000-0-0733-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025900,
A10025900,DEV-DONGTAN2,동탄호수공원역 레이크시티 아파트,경기도 화성동탄구 산척동 733,경기도 화성시 동탄대로6길 84,2018-11-28,산척동,,41590,13500,0,0733,0000,4159013500,legacy,A10025900,41590-13500-0-0733-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025900,
A10025868,DEV-DONGTAN2,더레이크 에듀파크 아파트 입주자대표회의,경기도 화성동탄구 산척동 721,경기도 화성시 동탄대로8길 65,2018-11-29,산척동,,41597,11000,0,0721,0000,4159711000,new,,41597-11000-0-0721-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025868,
A10025868,DEV-DONGTAN2,더레이크 에듀파크 아파트 입주자대표회의,경기도 화성동탄구 산척동 721,경기도 화성시 동탄대로8길 65,2018-11-29,산척동,,41590,13500,0,0721,0000,4159013500,legacy,A10025868,41590-13500-0-0721-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025868,
A10025909,DEV-DONGTAN2,동탄  더  레이크 팰리스,경기도 화성동탄구 산척동 129,경기도 화성시 동탄대로8길 35,2018-11-29,산척동,,41597,11000,0,0129,0000,4159711000,new,,41597-11000-0-0129-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025909,
A10025909,DEV-DONGTAN2,동탄  더  레이크 팰리스,경기도 화성동탄구 산척동 129,경기도 화성시 동탄대로8길 35,2018-11-29,산척동,,41590,13500,0,0129,0000,4159013500,legacy,A10025909,41590-13500-0-0129-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025909,
A10025880,DEV-DONGTAN2,동탄 2 NHF 경남 아너스빌 아파트,경기도 화성동탄구 목동 25-1,경기도 화성시 동탄순환대로20길 69,2018-12-06,목동,,41597,10900,0,0025,0001,4159710900,new,,41597-10900-0-0025-0001,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025880,
A10025880,DEV-DONGTAN2,동탄 2 NHF 경남 아너스빌 아파트,경기도 화성동탄구 목동 25-1,경기도 화성시 동탄순환대로20길 69,2018-12-06,목동,,41590,13400,0,0025,0001,4159013400,legacy,A10025880,41590-13400-0-0025-0001,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025880,
A10025798,DEV-DONGTAN2,호수공원역 센트리체,경기도 화성동탄구 산척동 730,경기도 화성시 동탄대로6길 50,2018-12-12,산척동,,41597,11000,0,0730,0000,4159711000,new,,41597-11000-0-0730-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025798,
A10025798,DEV-DONGTAN2,호수공원역 센트리체,경기도 화성동탄구 산척동 730,경기도 화성시 동탄대로6길 50,2018-12-12,산척동,,41590,13500,0,0730,0000,4159013500,legacy,A10025798,41590-13500-0-0730-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025798,
A10025824,DEV-DONGTAN2,유보라아이비파크 10.0 2단지,경기도 화성동탄구 산척동 1-79,경기도 화성시 동탄순환대로10길 88,2018-12-14,산척동,,41597,11000,0,0001,0079,4159711000,new,,41597-11000-0-0001-0079,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025824,
A10025824,DEV-DONGTAN2,유보라아이비파크 10.0 2단지,경기도 화성동탄구 산척동 1-79,경기도 화성시 동탄순환대로10길 88,2018-12-14,산척동,,41590,13500,0,0001,0079,4159013500,legacy,A10025824,41590-13500-0-0001-0079,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025824,
A10025790,DEV-DONGTAN2,동탄역 중흥S-클래스아파트,경기도 화성동탄구 여울동 873-3,경기도 화성시 동부대로 951,2019-01-09,여울동,,41597,11500,0,0873,0003,4159711500,new,,41597-11500-0-0873-0003,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025790,
A10025790,DEV-DONGTAN2,동탄역 중흥S-클래스아파트,경기도 화성동탄구 여울동 873-3,경기도 화성시 동부대로 951,2019-01-09,여울동,,41590,,0,0873,0003,,legacy,A10025790,41590--0-0873-0003,SUCCESS,MISS,,True,False,A10025790,
A10025790,DEV-DONGTAN2,동탄역 중흥S-클래스아파트,경기도 화성동탄구 여울동,경기도 화성시 동부대로 951,2019-01-09,여울동,,41597,11500,0,0000,0000,4159711500,new,,41597-11500-0-0000-0000,FAIL,SUCCESS,code_go_kr:active,False,False,A10025790|A10024218|A10024106,DUP_COUNT: 3
A10025790,DEV-DONGTAN2,동탄역 중흥S-클래스아파트,경기도 화성동탄구 여울동,경기도 화성시 동부대로 951,2019-01-09,여울동,,41590,,0,0000,0000,,legacy,A10025790,41590--0-0000-0000,FAIL,MISS,,True,False,A10025790|A10024218|A10024106,DUP_COUNT: 3
A10025771,DEV-DONGTAN2,동탄역 반도유보라 아이비파크7.0 아파트,경기도 화성동탄구 여울동 971,경기도 화성시 동탄광역환승로 63,2019-01-16,여울동,,41597,11500,0,0971,0000,4159711500,new,,41597-11500-0-0971-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025771,
A10025771,DEV-DONGTAN2,동탄역 반도유보라 아이비파크7.0 아파트,경기도 화성동탄구 여울동 971,경기도 화성시 동탄광역환승로 63,2019-01-16,여울동,,41590,,0,0971,0000,,legacy,A10025771,41590--0-0971-0000,SUCCESS,MISS,,True,False,A10025771,
A10025680,DEV-DONGTAN2,동탄 더샵 레이크에듀타운아파트,경기도 화성동탄구 산척동 699,경기도 화성시 동탄대로10길 20,2019-03-01,산척동,,41597,11000,0,0699,0000,4159711000,new,,41597-11000-0-0699-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025680,
A10025680,DEV-DONGTAN2,동탄 더샵 레이크에듀타운아파트,경기도 화성동탄구 산척동 699,경기도 화성시 동탄대로10길 20,2019-03-01,산척동,,41590,13500,0,0699,0000,4159013500,legacy,A10025680,41590-13500-0-0699-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025680,
A10025552,DEV-DONGTAN2,동탄금호어울림레이크2차,경기도 화성동탄구 장지동 923,경기도 화성시 동탄대로1길 32,2019-03-15,장지동,,41597,11100,0,0923,0000,4159711100,new,,41597-11100-0-0923-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025552,
A10025552,DEV-DONGTAN2,동탄금호어울림레이크2차,경기도 화성동탄구 장지동 923,경기도 화성시 동탄대로1길 32,2019-03-15,장지동,,41590,13600,0,0923,0000,4159013600,legacy,A10025552,41590-13600-0-0923-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025552,
A10025590,DEV-DONGTAN2,동탄2 IPARK 1단지 아파트,경기도 화성동탄구 장지동 24,경기도 화성시 동탄대로4길 123,2019-03-20,장지동,,41597,11100,0,0024,0000,4159711100,new,,41597-11100-0-0024-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025590,
A10025590,DEV-DONGTAN2,동탄2 IPARK 1단지 아파트,경기도 화성동탄구 장지동 24,경기도 화성시 동탄대로4길 123,2019-03-20,장지동,,41590,13600,0,0024,0000,4159013600,legacy,A10025590,41590-13600-0-0024-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025590,
A10025583,DEV-DONGTAN2,동탄2 아이파크A100BL,경기도 화성동탄구 장지동 623,경기도 화성시 동탄대로4길 143,2019-03-20,장지동,,41597,11100,0,0623,0000,4159711100,new,,41597-11100-0-0623-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025583,
A10025583,DEV-DONGTAN2,동탄2 아이파크A100BL,경기도 화성동탄구 장지동 623,경기도 화성시 동탄대로4길 143,2019-03-20,장지동,,41590,13600,0,0623,0000,4159013600,legacy,A10025583,41590-13600-0-0623-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025583,
A10025529,DEV-DONGTAN2,동탄 중흥S클래스 에듀하이 아파트,경기도 화성동탄구 산척동 1-68,경기도 화성시 동탄순환대로17길 31,2019-04-05,산척동,,41597,11000,0,0001,0068,4159711000,new,,41597-11000-0-0001-0068,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025529,
A10025529,DEV-DONGTAN2,동탄 중흥S클래스 에듀하이 아파트,경기도 화성동탄구 산척동 1-68,경기도 화성시 동탄순환대로17길 31,2019-04-05,산척동,,41590,13500,0,0001,0068,4159013500,legacy,A10025529,41590-13500-0-0001-0068,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025529,
A10025520,DEV-DONGTAN2,행복주택28단지,경기도 화성동탄구 장지동 910-345,경기도 화성시 동탄순환대로2길 13,2019-05-13,장지동,,41597,11100,0,0910,0345,4159711100,new,,41597-11100-0-0910-0345,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025520,
A10025520,DEV-DONGTAN2,행복주택28단지,경기도 화성동탄구 장지동 910-345,경기도 화성시 동탄순환대로2길 13,2019-05-13,장지동,,41590,13600,0,0910,0345,4159013600,legacy,A10025520,41590-13600-0-0910-0345,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025520,
A10025510,DEV-DONGTAN2,호수공원역 센트럴시티,경기도 화성동탄구 산척동 593,경기도 화성시 동탄대로6길 20,2019-05-17,산척동,,41597,11000,0,0593,0000,4159711000,new,,41597-11000-0-0593-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025510,
A10025510,DEV-DONGTAN2,호수공원역 센트럴시티,경기도 화성동탄구 산척동 593,경기도 화성시 동탄대로6길 20,2019-05-17,산척동,,41590,13500,0,0593,0000,4159013500,legacy,A10025510,41590-13500-0-0593-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025510,
A10025473,DEV-DONGTAN2,화성동탄2 NHF 엘크루 아파트,경기도 화성동탄구 장지동 910-311,경기도 화성시 동탄대로1길 96,2019-06-07,장지동,,41597,11100,0,0910,0311,4159711100,new,,41597-11100-0-0910-0311,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025473,
A10025473,DEV-DONGTAN2,화성동탄2 NHF 엘크루 아파트,경기도 화성동탄구 장지동 910-311,경기도 화성시 동탄대로1길 96,2019-06-07,장지동,,41590,13600,0,0910,0311,4159013600,legacy,A10025473,41590-13600-0-0910-0311,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025473,
A10025360,DEV-DONGTAN2,동탄파크한양수자인,경기도 화성동탄구 영천동 651-554,경기도 화성시 동탄대로24가길 30,2019-07-26,영천동,,41597,10600,0,0651,0554,4159710600,new,,41597-10600-0-0651-0554,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025360,
A10025360,DEV-DONGTAN2,동탄파크한양수자인,경기도 화성동탄구 영천동 651-554,경기도 화성시 동탄대로24가길 30,2019-07-26,영천동,,41590,13100,0,0651,0554,4159013100,legacy,A10025360,41590-13100-0-0651-0554,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025360,
A10024843,DEV-DONGTAN2,중흥S-클래스 더 테라스 리버파크 2차,경기도 화성동탄구 여울동 993,경기도 화성시 동탄기흥로353번길 96,2019-07-29,여울동,,41597,11500,0,0993,0000,4159711500,new,,41597-11500-0-0993-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10024843,
A10024843,DEV-DONGTAN2,중흥S-클래스 더 테라스 리버파크 2차,경기도 화성동탄구 여울동 993,경기도 화성시 동탄기흥로353번길 96,2019-07-29,여울동,,41590,,0,0993,0000,,legacy,A10024843,41590--0-0993-0000,SUCCESS,MISS,,True,False,A10024843,
A10025361,DEV-DONGTAN2,중흥S-클래스 더 테라스 리버파크1,경기도 화성동탄구 여울동 849-5,경기도 화성시 동탄기흥로353번길 76,2019-07-29,여울동,,41597,11500,0,0849,0005,4159711500,new,,41597-11500-0-0849-0005,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025361,
A10025361,DEV-DONGTAN2,중흥S-클래스 더 테라스 리버파크1,경기도 화성동탄구 여울동 849-5,경기도 화성시 동탄기흥로353번길 76,2019-07-29,여울동,,41590,,0,0849,0005,,legacy,A10025361,41590--0-0849-0005,SUCCESS,MISS,,True,False,A10025361,
A10023370,DEV-DONGTAN2,중흥s클래스 더테라스 리버파크3차(7블럭),경기도 화성동탄구 여울동 1012,경기도 화성시 동탄기흥로277번길 59,2019-07-29,여울동,,41597,11500,0,1012,0000,4159711500,new,,41597-11500-0-1012-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10023370,
A10023370,DEV-DONGTAN2,중흥s클래스 더테라스 리버파크3차(7블럭),경기도 화성동탄구 여울동 1012,경기도 화성시 동탄기흥로277번길 59,2019-07-29,여울동,,41590,,0,1012,0000,,legacy,A10023370,41590--0-1012-0000,SUCCESS,MISS,,True,False,A10023370,
A10025312,DEV-DONGTAN2,동탄호수공원아이파크 아파트,경기도 화성동탄구 장지동 968,경기도 화성시 동탄순환대로8길 14,2019-07-30,장지동,,41597,11100,0,0968,0000,4159711100,new,,41597-11100-0-0968-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025312,
A10025312,DEV-DONGTAN2,동탄호수공원아이파크 아파트,경기도 화성동탄구 장지동 968,경기도 화성시 동탄순환대로8길 14,2019-07-30,장지동,,41590,13600,0,0968,0000,4159013600,legacy,A10025312,41590-13600-0-0968-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025312,
A10025276,DEV-DONGTAN2,동탄중흥에스클래스파크더테라스,경기도 화성동탄구 영천동 6-2,경기도 화성시 동탄대로24길 74,2019-09-30,영천동,,41597,10600,0,0006,0002,4159710600,new,,41597-10600-0-0006-0002,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025276,
A10025276,DEV-DONGTAN2,동탄중흥에스클래스파크더테라스,경기도 화성동탄구 영천동 6-2,경기도 화성시 동탄대로24길 74,2019-09-30,영천동,,41590,13100,0,0006,0002,4159013100,legacy,A10025276,41590-13100-0-0006-0002,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025276,
A10025183,DEV-DONGTAN2,동탄2 풍림아이원아파트,경기도 화성동탄구 장지동 120-19,경기도 화성시 동탄대로1길 20,2019-11-14,장지동,,41597,11100,0,0120,0019,4159711100,new,,41597-11100-0-0120-0019,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025183,
A10025183,DEV-DONGTAN2,동탄2 풍림아이원아파트,경기도 화성동탄구 장지동 120-19,경기도 화성시 동탄대로1길 20,2019-11-14,장지동,,41590,13600,0,0120,0019,4159013600,legacy,A10025183,41590-13600-0-0120-0019,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025183,
A10025183,DEV-DONGTAN2,동탄2 풍림아이원아파트,경기도 화성동탄구 장지동 928,경기도 화성시 동탄대로1길 20,2019-11-14,장지동,,41597,11100,0,0928,0000,4159711100,new,,41597-11100-0-0928-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025183,
A10025183,DEV-DONGTAN2,동탄2 풍림아이원아파트,경기도 화성동탄구 장지동 928,경기도 화성시 동탄대로1길 20,2019-11-14,장지동,,41590,13600,0,0928,0000,4159013600,legacy,A10025183,41590-13600-0-0928-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025183,
A10025093,DEV-DONGTAN2,동탄린스트라우스더레이크,경기도 화성동탄구 송동 694,경기도 화성시 동탄대로 181,2019-12-19,송동,,41597,11200,0,0694,0000,4159711200,new,,41597-11200-0-0694-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025093,
A10025093,DEV-DONGTAN2,동탄린스트라우스더레이크,경기도 화성동탄구 송동 694,경기도 화성시 동탄대로 181,2019-12-19,송동,,41590,13700,0,0694,0000,4159013700,legacy,A10025093,41590-13700-0-0694-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025093,
A10025020,DEV-DONGTAN2,동탄레이크자연앤푸르지오아파트,경기도 화성동탄구 장지동 922,경기도 화성시 동탄대로3길 33,2020-02-21,장지동,,41597,11100,0,0922,0000,4159711100,new,,41597-11100-0-0922-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025020,
A10025020,DEV-DONGTAN2,동탄레이크자연앤푸르지오아파트,경기도 화성동탄구 장지동 922,경기도 화성시 동탄대로3길 33,2020-02-21,장지동,,41590,13600,0,0922,0000,4159013600,legacy,A10025020,41590-13600-0-0922-0000,SUCCESS,SUCCESS,code_go_kr:abolished,True,False,A10025020,
A10025005,DEV-DONGTAN2,동탄역 동원로얄듀크비스타3차,경기도 화성동탄구 여울동 984,경기도 화성시 동부대로 1062,2020-02-26,여울동,,41597,11500,0,0984,0000,4159711500,new,,41597-11500-0-0984-0000,SUCCESS,SUCCESS,code_go_kr:active,False,False,A10025005,
A10025005,DEV-DONGTAN2,동탄역 동원로얄듀크비스타3차,경기도 화성동탄구 여울동 984,경기도 화성시 동부대로 1062,2020-02-26,여울동,,41590,,0,0984,0000,,legacy,A10025005,41590--0-0984-0000,SUCCESS,MISS,,True,False,A10025005,
