cand_id,development,event_type,source_type,title,publisher,published_date,source_url,file_kind,event_date_초안,date_precision,mode,scope,promise_verb_원문표기,page_or_section,exact_excerpt,confidence,notes,url_clean,domain_check,http_status,file_kind_actual,kind_mismatch,sha256_raw,bytes,local_path,sha256_text,dup_of,excerpt_found,excerpt_sim,retrieved_at,review_status,reject_reason,cand_id_namespaced,cohort_type,event_type_refined
F001,인천 계양,occupancy_start,official_housing_notice,인천계양 A2 공공분양주택 입주자모집공고,한국토지주택공사,2024-09-20,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060752&uppAisTpCd=05,html,2026-12,month,occupancy,block,입주예정일,공급정보 A2,입주예정일 2026년 12월,high,미래 예정일이며 실제 입주 시작 공지가 나오면 갱신,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060752&uppAisTpCd=05,ALLOW,200,html,,01bc504183290e9396f18bb39c2584d4b17399188a016a4cba5351052a00c011,197323,evidence\documents\인천 계양\2024-09-20_인천계양_A2_공공분양주택_입주자모집공고.html,b5b3d741d3feb77e7edb03bb960ca7478aa2274cd97173d56c6c0c3993ee67a4,,TOO_SHORT,,2026-08-26T20:18:02+09:00,needs_human,인용문:TOO_SHORT,F001,3G_forward,occupancy_planned_block
F002,인천 계양,occupancy_start,official_commercial_notice,인천계양 A3블록 단지내상가 재분양공고,한국토지주택공사,2026-07-10,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=23&ccrCnntSysDsCd=04&panId=BN-0001331&uppAisTpCd=22,html,2026-12,month,occupancy,block,입주예정월,단지내 주택 정보,입주예정월 2026. 12,high,A3 주택의 입주예정월을 재확인하는 독립 공고,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=23&ccrCnntSysDsCd=04&panId=BN-0001331&uppAisTpCd=22,ALLOW,200,html,,0d9239bb1c0b7c81b51ba1a7bde70f065d119672d3b0d3f67655838c0ec98dfd,176719,evidence\documents\인천 계양\2026-07-10_인천계양_A3블록_단지내상가_재분양공고.html,ea374381b39b5cd025fbac74fd28f53f73bfe29d7ac7b02cb2edb43c91a97997,,TOO_SHORT,,2026-08-26T20:18:06+09:00,needs_human,인용문:TOO_SHORT,F002,3G_forward,occupancy_planned_block
F003,인천 계양,promise_date,official_press_release,인천계양·부천대장 광역교통개선대책 확정,국토교통부 대도시권광역교통위원회,2021-01-24,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,html,미정,unknown,S-BRT_road,district,설치·구축한다,인천계양·부천대장 대중교통 대책,김포공항역~계양지구 S-BRT를 설치,high,개선대책 확정 원문이지만 실제 개통일은 제시하지 않음,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,ALLOW,200,html,,9eaae5277162495e97ddf189edad305711b636676a8daa566b7f3466375b35c5,27350,evidence\documents\인천 계양\2021-01-24_인천계양_부천대장_광역교통개선대책_확정.html,45b3253f2cc3861155a1fbae930bb8770945ea0c200c48c4cd4e31e26b16f149,,TOO_SHORT,,2026-08-26T20:18:09+09:00,needs_human,인용문:TOO_SHORT,F003,3G_forward,promise_date
F004,인천 계양,promise_date,official_service_page,BRT 고급화(S-BRT) 추진,국토교통부 대도시권광역교통위원회,확인불가,https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,html,2026,year,S-BRT,district,차질 없이 추진,S-BRT 시범사업 목록,계양-대장 S-BRT 사업기간 ’19~’26,high,페이지 갱신형 현황표이므로 게시일 대신 수집일을 검증로그로 관리,https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,ALLOW,200,html,,ea7e2a95951f422d9bc6adee96f50dae36ad3fbc19b3e1d59600f6fbb5e48c15,53484,evidence\documents\인천 계양\확인불가_BRT_고급화_S-BRT__추진.html,e92fc0fdcff4ed44bc731905b37d17f272789c5d725af243a4a5c8d68ffff3cf,,TOO_SHORT,,2026-08-26T20:18:13+09:00,needs_human,인용문:TOO_SHORT,F004,3G_forward,promise_date
F005,인천 계양,basic_service,official_press_release,인천도시철도 1호선 검단연장선 개통,인천광역시,2025-06-28,https://www.incheon.go.kr/mayor_8/MA040101/view?curPage=195&repSeq=DOM_0000000012620245,html,2025-06-28,day,rail,adjacent_corridor,첫 운행,본문,계양역에서 검단호수공원역까지 첫 운행,high,인접 기존축 기준선이며 계양 신도시 교통약속 이행으로 간주하지 않음,https://www.incheon.go.kr/mayor_8/MA040101/view?curPage=195&repSeq=DOM_0000000012620245,ALLOW,200,html,,8a7dd42c598c7b53ed0b4bc831d8e4a139b16bd22b43069a47ab9bc174eabcc9,81369,evidence\documents\인천 계양\2025-06-28_인천도시철도_1호선_검단연장선_개통.html,175d5b83e7d4d7c722a426021e67deeedf0d4548bb1604a330b6846bc12bd88c,,TOO_SHORT,,2026-08-26T20:18:16+09:00,needs_human,인용문:TOO_SHORT,F005,3G_forward,basic_service
F006,인천 계양,basic_service,official_press_release,검단연장선 6월 28일 첫 운행,인천광역시,2025-06-16,https://www.incheon.go.kr/IC010205/view?curPage=276&repSeq=DOM_0000000012563847,html,2025-06-28,day,rail,adjacent_corridor,첫 운행,제목 및 본문,6월 28일 첫 운행,high,"F005의 사전 공식 공지, 계양지구 S-BRT와는 별개",https://www.incheon.go.kr/IC010205/view?curPage=276&repSeq=DOM_0000000012563847,ALLOW,200,html,,ddfb5baf54349d7451558757ccc81658e2ff79b80a37285c9bb5ddd49dd36359,201789,evidence\documents\인천 계양\2025-06-16_검단연장선_6월_28일_첫_운행.html,8fea27b6ff3d9b66c4af4984ad82dbb8648c8e28f31699234f5f667b30352dbc,,TOO_SHORT,,2026-08-26T20:18:19+09:00,needs_human,인용문:TOO_SHORT,F006,3G_forward,basic_service
F007,남양주 왕숙,occupancy_start,official_housing_notice,남양주왕숙 A-1블록 공공분양주택 입주자모집공고,한국토지주택공사,2025,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060926&uppAisTpCd=05,html,2028-08,month,occupancy,block,입주예정일,공급정보 A-01,입주예정일 2028년 08월,high,"미래 예정일, 실제 입주 공지로 전환 필요",https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060926&uppAisTpCd=05,ALLOW,200,html,,3d2fbd3e41f74d681d9633ab3443d963b9e101185935e096e1b754b22d05ec88,196665,evidence\documents\남양주 왕숙\2025_남양주왕숙_A-1블록_공공분양주택_입주자모집공고.html,af684556cab475c2ca0bd2056472813a1da2d2f5d03b7c599630681b2cfe8c8f,,TOO_SHORT,,2026-08-26T20:18:22+09:00,needs_human,인용문:TOO_SHORT,F007,3G_forward,occupancy_planned_block
F008,남양주 왕숙,occupancy_start,official_housing_notice,남양주왕숙 A-2블록 신혼희망타운 입주자모집공고,한국토지주택공사,2025-07-24,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060921&uppAisTpCd=39,html,2028-08,month,occupancy,block,입주예정월,공급정보 A-02,입주예정월 2028년 08월,high,독립 블록 공고로 같은 예정월을 교차확인,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060921&uppAisTpCd=39,ALLOW,200,html,,722d39198a5909bee3459cfb78f636dc4d2f072bab7405d14fa04d358d0840d7,193986,evidence\documents\남양주 왕숙\2025-07-24_남양주왕숙_A-2블록_신혼희망타운_입주자모집공고.html,dd33644934960d9dbe61ec9bb3d95839e2f5d56d2f8db42d423918ae847811ba,,TOO_SHORT,,2026-08-26T20:18:25+09:00,needs_human,인용문:TOO_SHORT,F008,3G_forward,occupancy_planned_block
F009,남양주 왕숙,promise_date,official_press_release,남양주왕숙·고양창릉 신도시 교통대책 확정,국토교통부 대도시권광역교통위원회,2020-12-29,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95084988&lcmspage=1,html,2028,year,rail,district,개통을 목표로 추진,남양주왕숙 대책,강동~하남~남양주 도시철도 2028년 개통 목표,high,확정 당시 목표일이며 최신 사업일정과 계속 대조해야 함,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95084988&lcmspage=1,ALLOW,200,html,,6dae1eeca5a29545344277026e601cfbe8230b042347f95b2aa9f4cf88b17409,35788,evidence\documents\남양주 왕숙\2020-12-29_남양주왕숙_고양창릉_신도시_교통대책_확정.html,6e6ae1f25696ef8c79659e10a2aede6d601a1c311118df78756b2f8aef7239cc,,TOO_SHORT,,2026-08-26T20:18:29+09:00,needs_human,인용문:TOO_SHORT,F009,3G_forward,promise_date
F010,남양주 왕숙,promise_date,official_plan_pdf,신도시 광역교통 개선 투자계획,국토교통부,2024-01-25,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,pdf,미정,unknown,rail_road,district,집중 투자,11쪽 동부권,강동하남남양주선·경의중앙선 역사 신설,high,"2024년 투자 우선순위 재확인, 개통일 약속은 F009 사용",https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,ALLOW,200,pdf,,90f107e315964eadde4d306bc9bd50f6b4883562335c9cbb3a6a6c4b486b8c77,2962879,evidence\documents\남양주 왕숙\2024-01-25_신도시_광역교통_개선_투자계획.pdf,b31ca990371ee68f84d01653d6172d459d3dac1cf832703ec687d14fd0ffdcfc,,TOO_SHORT,,2026-08-26T20:18:35+09:00,needs_human,인용문:TOO_SHORT,F010,3G_forward,promise_date
F011,남양주 왕숙,basic_service,official_press_release,"진접선 개통, 남양주의 새로운 길이 열립니다",국토교통부,2022-03-18,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95086587&lcmspage=60,html,2022-03-19,day,rail,adjacent_corridor,개통,제목 및 본문,진접선 3월 19일 개통,high,왕숙 인접 기존 철도 기준선이며 왕숙 교통약속 이행 아님,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95086587&lcmspage=60,ALLOW,200,html,,ad7806c3360f86c8f5018922d0dd6b57fff128514c7e81757630cbccc5cc5e8e,61591,evidence\documents\남양주 왕숙\2022-03-18_진접선_개통__남양주의_새로운_길이_열립니다.html,88ad22d084619569c83fc7f2e0e6092c694e87aba41df54f7036d8b6f791f589,,TOO_SHORT,,2026-08-26T20:18:39+09:00,needs_human,인용문:TOO_SHORT,F011,3G_forward,basic_service
F012,남양주 왕숙,basic_service,official_press_release,"별내선 개통, 첫 열차 운행",경기도,2024-08-10,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,html,2024-08-10,day,rail,adjacent_corridor,첫 열차,본문,오전 5시 32분 별내선 첫 열차 출발,high,왕숙 광역교통대책의 별내선 연장 약속과 구분되는 기존 본선 기준선,https://gnews.gg.go.kr/briefing/brief_gongbo_view.do?BS_CODE=s017&number=62697&subject_Code=BO01,ALLOW,200,html,,7426809fef38ea73371315bb6b00306b5876f9570b98d55705d620541531d6a2,60091,evidence\documents\남양주 왕숙\2024-08-10_별내선_개통__첫_열차_운행.html,2cf88097bdc4a4e347d5e7cfa9201de304793be4ee7c6ca4bfee8d8e8acbe9dd,H023,TOO_SHORT,,2026-08-26T20:18:43+09:00,needs_human,인용문:TOO_SHORT,F012,3G_forward,basic_service
F013,하남 교산,occupancy_start,official_housing_notice,교산 푸르지오 더 퍼스트 입주자모집공고,한국토지주택공사,2025-03-31,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060838&uppAisTpCd=05,html,2029-06,month,occupancy,block,입주예정일,공급정보 A2,입주예정일 2029년 06월,high,원공고의 미래 예정일,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060838&uppAisTpCd=05,ALLOW,200,html,,6148722fa9e6fb4ef4ecf538e89bd1564b5e371ee3578caa4e6d9048936852be,190728,evidence\documents\하남 교산\2025-03-31_교산_푸르지오_더_퍼스트_입주자모집공고.html,d5ebd4daf6831a708e8ce4ac0e12988a476d588d84ce4b7179c625dc705633e7,,TOO_SHORT,,2026-08-26T20:18:46+09:00,needs_human,인용문:TOO_SHORT,F013,3G_forward,occupancy_planned_block
F014,하남 교산,occupancy_start,official_housing_notice,교산 푸르지오 더 퍼스트 정정공고,한국토지주택공사,2025-03-31,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060855&uppAisTpCd=05,html,2029-06,month,occupancy,block,입주예정일,공급정보 A2,입주예정일 2029년 06월,high,정정공고에서도 예정월이 유지됨을 확인,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060855&uppAisTpCd=05,ALLOW,200,html,,d32f5a13e0313fd406b65a4345ecd2b2ed97a521b75c7b75333a26ae6128c997,192529,evidence\documents\하남 교산\2025-03-31_교산_푸르지오_더_퍼스트_정정공고.html,7e3c928b0b6bbdf8cbb55b07062c22cf404a83bbf933c158f9ff7760e9771a3f,,TOO_SHORT,,2026-08-26T20:18:49+09:00,needs_human,인용문:TOO_SHORT,F014,3G_forward,occupancy_planned_block
F015,하남 교산,promise_date,official_press_release,하남교산·과천 광역교통개선대책 확정,국토교통부 대도시권광역교통위원회,2020-05-21,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95083918&lcmspage=88,html,2028,year,rail_bus,district,준공을 목표로 추진,하남교산 대책,도시철도 2028년 준공 목표,high,최초 확정 목표이며 현재 송파하남선 일정과 변경 여부를 추적해야 함,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95083918&lcmspage=88,ALLOW,200,html,,4817a8af4673acbc0d43eece66ca74d2e9537fb6dec0abc36be2a178e75230b6,30735,evidence\documents\하남 교산\2020-05-21_하남교산_과천_광역교통개선대책_확정.html,8cd72209e407fa931394a60e33ef3efeebeea8c3162e860b8505d136d2e66be9,,TOO_SHORT,,2026-08-26T20:18:52+09:00,needs_human,인용문:TOO_SHORT,F015,3G_forward,promise_date
F016,하남 교산,promise_date,official_plan,2024년 교통 분야 민생토론회,국토교통부,2024-01-25,https://www.molit.go.kr/2024plan_traffic/main.jsp,html,미정,unknown,rail_road,district,집중 투자·단축,동부권 광역교통 투자,하남 교산 동남로 연결도로 약 2년 단축,high,사업기간 단축 약속이며 실제 완공일 제시는 아님,https://www.molit.go.kr/2024plan_traffic/main.jsp,ALLOW,200,html,,cf44511a66ef2ff733c9e6ee1c60fcd1eae70390a999d827e1b10f15519321d9,43606,evidence\documents\하남 교산\2024-01-25_2024년_교통_분야_민생토론회.html,ba30b85d1053327bc979cdb8f2fd015b9b51c5843bb834d29e2ac02ba0adbb87,,TOO_SHORT,,2026-08-26T20:18:56+09:00,needs_human,인용문:TOO_SHORT,F016,3G_forward,promise_date
F017,하남 교산,basic_service,official_press_release,하남선 1단계 개통,하남시,2020-08-07,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=210883&pageIndex=426&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,html,2020-08-08,day,rail,adjacent_corridor,운행 시작,본문,미사역~하남풍산역 1단계 운행 시작,high,"교산 입주 전 기존 하남선 기준선, 송파하남선 약속 이행 아님",https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=210883&pageIndex=426&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,ALLOW,200,html,,268065f4354f3297624b33b5c737b4af1b40ad90f5bff6b53ce3936878e72500,39840,evidence\documents\하남 교산\2020-08-07_하남선_1단계_개통.html,1685dfe9af2f0ecb4c3f9226d3ed292d78614234dd767d0d0407837dbe173a81,H029,TOO_SHORT,,2026-08-26T20:19:00+09:00,needs_human,인용문:TOO_SHORT,F017,3G_forward,basic_service
F018,하남 교산,basic_service,official_press_release,지하철 5호선 하남선 전 구간 개통,하남시,2021-03-26,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=321801&pageIndex=258&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,html,2021-03-27,day,rail,adjacent_corridor,첫 열차 출발,본문,27일 오전 5시 30분 첫 열차 출발,high,하남 기존 철도망 기준선으로만 사용,https://www.hanam.go.kr/sosik/selectBbsNttView.do?bbsNo=1164&integrDeptCode=&key=10048&nttNo=321801&pageIndex=258&searchCnd=all&searchCtgry=&searchKrwd=&selectPageUnit=,ALLOW,200,html,,8075b0e7df9f7dbaf71bc879d8388fe5e3e8db8f74e6e4b74926612667684f1a,97832,evidence\documents\하남 교산\2021-03-26_지하철_5호선_하남선_전_구간_개통.html,5802d81522b2e2de0e0eef32dcd0183b524686965884f0724e95ce5f69ec9e8a,H030,TOO_SHORT,,2026-08-26T20:19:04+09:00,needs_human,인용문:TOO_SHORT,F018,3G_forward,basic_service
F019,고양 창릉,occupancy_start,official_housing_notice,고양창릉 A-4블록 신혼희망타운 입주자모집공고,한국토지주택공사,2025-01-31,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060802&uppAisTpCd=39,html,2028-01,month,occupancy,block,입주예정월,공급정보 A-04,입주예정월 2028년 01월,high,미래 예정월,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=39&ccrCnntSysDsCd=02&mi=1027&panId=0000060802&uppAisTpCd=39,ALLOW,200,html,,e4a387df85f8daae54bf9abeeb928f870bf686f83a27d2b04baa393e1403fadd,192823,evidence\documents\고양 창릉\2025-01-31_고양창릉_A-4블록_신혼희망타운_입주자모집공고.html,5b470c1c094df0c4d1f11741bbb5c49c63647538e4685cec02aa300f184243f7,,TOO_SHORT,,2026-08-26T20:19:07+09:00,needs_human,인용문:TOO_SHORT,F019,3G_forward,occupancy_planned_block
F020,고양 창릉,occupancy_start,official_housing_notice,고양창릉 S-5블록 공공분양주택 입주자모집공고,한국토지주택공사,2025-01-31,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060807&uppAisTpCd=05,html,2028-01,month,occupancy,block,입주예정일,공급정보 S-05,입주예정일 2028년 01월,high,독립 블록 공고로 예정월 교차확인,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060807&uppAisTpCd=05,ALLOW,200,html,,19b4c82a88778520cbffc6fc57418825966d34b995b62ff6965cd59d3083eb81,199405,evidence\documents\고양 창릉\2025-01-31_고양창릉_S-5블록_공공분양주택_입주자모집공고.html,40d754d691b13e2abfebccb93029737f29b8cc3040436c6abac58e7aae03c644,,TOO_SHORT,,2026-08-26T20:19:10+09:00,needs_human,인용문:TOO_SHORT,F020,3G_forward,occupancy_planned_block
F021,고양 창릉,promise_date,official_press_release,남양주왕숙·고양창릉 신도시 교통대책 확정,국토교통부 대도시권광역교통위원회,2020-12-29,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95084988&lcmspage=1,html,미정,unknown,rail,district,신설을 추진,고양창릉 대책,고양~은평 도시철도와 GTX-A 창릉역 신설 추진,high,"확정 원문, 사업별 개통 목표는 후속 계획으로 추적",https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95084988&lcmspage=1,ALLOW,200,html,,8ee7a86658599816f214698b17e6e112177ba0732f00d6aeccf725dfc5e59a66,35788,evidence\documents\고양 창릉\2020-12-29_남양주왕숙_고양창릉_신도시_교통대책_확정.html,e5a27534eec0ebbf4a4b33ddaa19eea778a9d77682b63f67b1071b8954401313,,TOO_SHORT,,2026-08-26T20:19:15+09:00,needs_human,인용문:TOO_SHORT,F021,3G_forward,promise_date
F022,고양 창릉,promise_date,official_plan_pdf,신도시 광역교통 개선 투자계획,국토교통부,2024-01-25,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,pdf,미정,unknown,rail_transfer,district,집중 투자,11쪽 북부권,고양은평선·화전역 환승시설,high,2024년 집중투자 대상 재확인,https://www.molit.go.kr/2024plan_traffic/news/bodo_2.pdf,ALLOW,200,pdf,,90f107e315964eadde4d306bc9bd50f6b4883562335c9cbb3a6a6c4b486b8c77,2962879,evidence\documents\고양 창릉\2024-01-25_신도시_광역교통_개선_투자계획.pdf,b31ca990371ee68f84d01653d6172d459d3dac1cf832703ec687d14fd0ffdcfc,F010,TOO_SHORT,,2026-08-26T20:19:21+09:00,needs_human,인용문:TOO_SHORT,F022,3G_forward,promise_date
F023,고양 창릉,basic_service,official_press_release,GTX-A 운정중앙~서울역 구간 12월 28일 개통,국토교통부,2024-12-11,https://www.molit.go.kr/USR/NEWS/dtl.jsp?id=95090469&lcmspage=47,html,2024-12-28,day,rail,adjacent_corridor,개통,제목,운정중앙~서울역 12월 28일 개통,high,"창릉역은 아직 미정차, GTX-A 기존 구간 기준선일 뿐 약속 이행 아님",https://www.molit.go.kr/USR/NEWS/dtl.jsp?id=95090469&lcmspage=47,ALLOW,200,html,,7a6ec410b2924164a236a0822a7dc0c53f48a479da8f2a672f6dae714cf189e1,61285,evidence\documents\고양 창릉\2024-12-11_GTX-A_운정중앙_서울역_구간_12월_28일_개통.html,a5d547b7f6849f22833bbe2c1b4cbe0b3191c5cdb9c4f64ec0df8bdbf9735741,,TOO_SHORT,,2026-08-26T20:19:25+09:00,needs_human,인용문:TOO_SHORT,F023,3G_forward,basic_service
F024,고양 창릉,basic_service,official_press_release,대곡~소사 복선전철 7월 1일 개통,국토교통부,2023-06-30,https://www.molit.go.kr/USR/NEWS/m_72/dtl.jsp?id=95088517&lcmspage=5,html,2023-07-01,day,rail,adjacent_corridor,개통,제목,대곡~소사 복선전철 7월 1일 개통,high,"고양 서남부 기존 철도 기준선, 고양은평선과 별개",https://www.molit.go.kr/USR/NEWS/m_72/dtl.jsp?id=95088517&lcmspage=5,ALLOW,200,html,,805805051e9bff565c9ea87ca545c58172d6fb52684c432d4476e5a0522eaf17,58513,evidence\documents\고양 창릉\2023-06-30_대곡_소사_복선전철_7월_1일_개통.html,78a968d0b4c1ac94e1a2d1442dc44d041bf8fee5e3cabe110c4a2d7c78f5237c,,TOO_SHORT,,2026-08-26T20:19:29+09:00,needs_human,인용문:TOO_SHORT,F024,3G_forward,basic_service
F025,부천 대장,occupancy_start,official_housing_notice,부천대장 A5·A6블록 행복주택 입주자 최초모집,한국토지주택공사,2026-07-23,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=42&ccrCnntSysDsCd=03&panId=2015122300020448&uppAisTpCd=39,html,2027-11,month,occupancy,block,입주예정월,공급정보 A5·A6,입주예정월 2027.11,high,현재 확인된 가장 이른 블록 예정월 후보,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=42&ccrCnntSysDsCd=03&panId=2015122300020448&uppAisTpCd=39,ALLOW,200,html,,a2c5229416956e228a75c90d8b04952434069c504ad625280c6dea584731fd86,245515,evidence\documents\부천 대장\2026-07-23_부천대장_A5_A6블록_행복주택_입주자_최초모집.html,fb641d9b75d56b2b134b9766b9b7ad145481739753195bccaf6550146ba96a4b,,TOO_SHORT,,2026-08-26T20:19:32+09:00,needs_human,인용문:TOO_SHORT,F025,3G_forward,occupancy_planned_block
F026,부천 대장,occupancy_start,official_housing_notice,부천대장 A8블록 공공분양주택 입주자모집공고,한국토지주택공사,2025-04-30,https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060865&uppAisTpCd=05,html,2028-01,month,occupancy,block,입주예정일,공급정보 A8,입주예정일 2028년 01월,high,"후속 블록 예정일, F025보다 늦음",https://apply.lh.or.kr/lhapply/apply/wt/wrtanc/selectWrtancInfo.do?aisTpCd=05&ccrCnntSysDsCd=02&mi=1027&panId=0000060865&uppAisTpCd=05,ALLOW,200,html,,a3f97246c7b08c98b53bbd90c7304fa0c90093ff5dce1ea14ba53279df9073d0,195279,evidence\documents\부천 대장\2025-04-30_부천대장_A8블록_공공분양주택_입주자모집공고.html,c59ae083909c4590850d31bfd44a5ecb160ec68e3f66cc796b03243805fa0b6a,,TOO_SHORT,,2026-08-26T20:19:35+09:00,needs_human,인용문:TOO_SHORT,F026,3G_forward,occupancy_planned_block
F027,부천 대장,promise_date,official_press_release,인천계양·부천대장 광역교통개선대책 확정,국토교통부 대도시권광역교통위원회,2021-01-24,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,html,미정,unknown,S-BRT_road,district,설치·구축한다,인천계양·부천대장 대중교통 대책,대장지구~부천종합운동장 S-BRT 설치,high,확정 원문이나 개통일은 명시하지 않음,https://www.molit.go.kr/mta/USR/N0201/m_36770/dtl.jsp?id=95085094&lcmspage=2,ALLOW,200,html,,154c414897c7d63020ea7b9608ecd089af1a1ed7f4185e759a77ac2f09fef7b1,27350,evidence\documents\부천 대장\2021-01-24_인천계양_부천대장_광역교통개선대책_확정.html,181a661e6ebedc3f6854a3592d324ec43568be645197b0dcd8922c0feaa92c36,,TOO_SHORT,,2026-08-26T20:19:39+09:00,needs_human,인용문:TOO_SHORT,F027,3G_forward,promise_date
F028,부천 대장,promise_date,official_service_page,BRT 고급화(S-BRT) 추진,국토교통부 대도시권광역교통위원회,확인불가,https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,html,2026,year,S-BRT,district,차질 없이 추진,S-BRT 시범사업 목록,계양-대장 S-BRT 사업기간 ’19~’26,high,"갱신형 페이지, 사업기간 종료와 영업개시는 동일하지 않음",https://www.molit.go.kr/mta/USR/WPGE0201/m_36794/DTL.jsp,ALLOW,200,html,,ea7e2a95951f422d9bc6adee96f50dae36ad3fbc19b3e1d59600f6fbb5e48c15,53484,evidence\documents\부천 대장\확인불가_BRT_고급화_S-BRT__추진.html,e92fc0fdcff4ed44bc731905b37d17f272789c5d725af243a4a5c8d68ffff3cf,F004,TOO_SHORT,,2026-08-26T20:19:43+09:00,needs_human,인용문:TOO_SHORT,F028,3G_forward,promise_date
